Date,Zone_ID,Zone_Name,Avg_Pressure_mH2O,Avg_Flow_m3_hr,Avg_Reservoir_Level_m,Pump_Uptime_pct,Valve_Open_pct,Active_Alerts,Critical_Alerts,Missing_Readings,Overall_Status
2026-06-03,DMA-06,Sangam Extension,31.04,683.59,6.39,100.0,100.0,0,0,0,Normal
2026-06-04,DMA-01,Sonia Vihar North,32.4,857.22,5.4,100.0,100.0,0,0,0,Normal
2026-06-04,DMA-02,Sonia Vihar Central,28.94,927.24,5.61,100.0,100.0,0,0,0,Normal
2026-06-04,DMA-03,Bhagirathi Corridor,26.93,780.82,5.78,100.0,100.0,0,0,0,Normal
2026-06-04,DMA-04,Yamuna Bank Pocket,24.72,644.77,6.0,100.0,100.0,6,0,0,Warning
2026-06-04,DMA-05,Wazirabad Link,29.66,711.62,6.18,100.0,100.0,0,0,0,Normal
2026-06-04,DMA-06,Sangam Extension,31.32,680.21,6.42,100.0,100.0,0,0,0,Normal
2026-06-05,DMA-01,Sonia Vihar North,31.65,844.6,5.38,100.0,100.0,0,0,0,Normal
2026-06-05,DMA-02,Sonia Vihar Central,28.76,933.87,5.6,100.0,100.0,0,0,0,Normal
2026-06-05,DMA-03,Bhagirathi Corridor,26.93,768.82,5.79,100.0,100.0,1,0,0,Warning
2026-06-05,DMA-04,Yamuna Bank Pocket,24.9,639.06,5.99,100.0,100.0,5,0,0,Warning
2026-06-05,DMA-05,Wazirabad Link,30.24,721.6,6.22,100.0,100.0,0,0,0,Normal
2026-06-05,DMA-06,Sangam Extension,31.26,684.5,6.4,100.0,100.0,0,0,0,Normal
2026-06-06,DMA-01,Sonia Vihar North,32.11,848.23,5.4,100.0,100.0,0,0,0,Normal
2026-06-06,DMA-02,Sonia Vihar Central,29.1,925.6,5.57,100.0,100.0,0,0,0,Normal
2026-06-06,DMA-03,Bhagirathi Corridor,27.02,782.67,5.81,100.0,100.0,0,0,0,Normal
2026-06-06,DMA-04,Yamuna Bank Pocket,25.1,651.52,5.99,100.0,100.0,4,0,0,Warning
2026-06-06,DMA-05,Wazirabad Link,30.12,722.26,6.21,100.0,100.0,0,0,0,Normal
2026-06-06,DMA-06,Sangam Extension,31.07,674.58,6.39,100.0,100.0,0,0,0,Normal
2026-06-07,DMA-01,Sonia Vihar North,32.18,853.46,5.35,100.0,100.0,0,0,0,Normal
2026-06-07,DMA-02,Sonia Vihar Central,28.72,942.25,5.6,100.0,100.0,0,0,0,Normal
2026-06-07,DMA-03,Bhagirathi Corridor,27.11,783.52,5.79,100.0,100.0,0,0,0,Normal
2026-06-07,DMA-04,Yamuna Bank Pocket,25.18,653.05,6.01,100.0,100.0,4,0,0,Warning
2026-06-07,DMA-05,Wazirabad Link,30.0,719.89,6.21,100.0,100.0,0,0,0,Normal
2026-06-07,DMA-06,Sangam Extension,31.29,677.71,6.39,100.0,100.0,0,0,0,Normal
2026-06-08,DMA-01,Sonia Vihar North,32.48,854.55,5.39,100.0,100.0,0,0,0,Normal
2026-06-08,DMA-02,Sonia Vihar Central,29.16,935.61,5.62,100.0,100.0,0,0,0,Normal
2026-06-08,DMA-03,Bhagirathi Corridor,27.05,772.85,5.83,100.0,100.0,0,0,0,Normal
2026-06-08,DMA-04,Yamuna Bank Pocket,24.8,654.51,6.0,100.0,100.0,4,0,0,Warning
2026-06-08,DMA-05,Wazirabad Link,29.99,718.22,6.19,100.0,100.0,0,0,0,Normal
2026-06-08,DMA-06,Sangam Extension,31.07,680.19,6.43,100.0,100.0,0,0,0,Normal
2026-06-09,DMA-01,Sonia Vihar North,31.46,852.45,5.41,100.0,100.0,0,0,0,Normal
2026-06-09,DMA-02,Sonia Vihar Central,28.77,930.48,5.61,100.0,100.0,0,0,0,Normal
2026-06-09,DMA-03,Bhagirathi Corridor,27.0,780.59,5.81,100.0,100.0,0,0,0,Normal
2026-06-09,DMA-04,Yamuna Bank Pocket,24.99,656.47,5.98,100.0,100.0,5,0,0,Warning
2026-06-09,DMA-05,Wazirabad Link,29.92,718.02,6.2,100.0,100.0,0,0,0,Normal
2026-06-09,DMA-06,Sangam Extension,31.17,678.39,6.38,100.0,100.0,0,0,0,Normal
2026-06-10,DMA-01,Sonia Vihar North,32.02,847.03,5.41,100.0,100.0,0,0,0,Normal
2026-06-10,DMA-02,Sonia Vihar Central,29.14,943.34,5.6,100.0,100.0,0,0,0,Normal
2026-06-10,DMA-03,Bhagirathi Corridor,26.7,783.75,5.79,100.0,100.0,0,0,0,Normal
2026-06-10,DMA-04,Yamuna Bank Pocket,24.86,658.74,5.98,100.0,100.0,5,0,0,Warning
2026-06-10,DMA-05,Wazirabad Link,30.19,716.87,6.2,100.0,100.0,0,0,0,Normal
2026-06-10,DMA-06,Sangam Extension,30.84,680.61,6.4,100.0,100.0,0,0,0,Normal
2026-06-11,DMA-01,Sonia Vihar North,32.07,850.99,5.44,100.0,100.0,0,0,0,Normal
2026-06-11,DMA-02,Sonia Vihar Central,28.66,928.79,5.61,100.0,100.0,0,0,0,Normal
2026-06-11,DMA-03,Bhagirathi Corridor,27.13,781.35,5.76,100.0,100.0,0,0,0,Normal
2026-06-11,DMA-04,Yamuna Bank Pocket,25.35,644.02,6.01,100.0,100.0,4,0,0,Warning
2026-06-11,DMA-05,Wazirabad Link,29.97,721.89,6.21,100.0,100.0,0,0,0,Normal
2026-06-11,DMA-06,Sangam Extension,31.16,680.44,6.37,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-01,Sonia Vihar North,32.1,849.91,5.4,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-02,Sonia Vihar Central,29.01,924.81,5.61,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-03,Bhagirathi Corridor,27.09,776.46,5.8,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-04,Yamuna Bank Pocket,25.23,648.76,6.04,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-05,Wazirabad Link,29.87,720.5,6.2,100.0,100.0,0,0,0,Normal
2026-06-12,DMA-06,Sangam Extension,30.96,682.27,6.36,100.0,100.0,0,0,0,Normal
2026-06-13,DMA-01,Sonia Vihar North,32.1,852.86,5.4,100.0,100.0,0,0,0,Normal
2026-06-13,DMA-02,Sonia Vihar Central,28.98,932.23,5.62,95.8,100.0,1,0,0,Warning
2026-06-13,DMA-03,Bhagirathi Corridor,27.02,779.3,5.78,100.0,100.0,0,0,0,Normal
2026-06-13,DMA-04,Yamuna Bank Pocket,25.03,648.97,5.99,100.0,100.0,2,0,0,Warning
2026-06-13,DMA-05,Wazirabad Link,29.99,711.73,6.2,100.0,100.0,0,0,0,Normal
2026-06-13,DMA-06,Sangam Extension,31.25,688.59,6.39,95.8,100.0,1,0,0,Warning
2026-06-14,DMA-01,Sonia Vihar North,32.2,844.06,5.41,100.0,100.0,0,0,0,Normal
2026-06-14,DMA-02,Sonia Vihar Central,29.21,938.42,5.59,100.0,100.0,0,0,0,Normal
2026-06-14,DMA-03,Bhagirathi Corridor,26.6,777.69,5.79,100.0,100.0,0,0,0,Normal
2026-06-14,DMA-04,Yamuna Bank Pocket,24.93,655.89,6.01,100.0,100.0,4,0,0,Warning
2026-06-14,DMA-05,Wazirabad Link,29.78,716.42,6.22,100.0,100.0,0,0,0,Normal
2026-06-14,DMA-06,Sangam Extension,31.18,675.0,6.43,100.0,100.0,0,0,0,Normal
2026-06-15,DMA-01,Sonia Vihar North,32.15,860.46,5.42,100.0,100.0,0,0,0,Normal
2026-06-15,DMA-02,Sonia Vihar Central,29.01,928.68,5.6,95.8,100.0,1,0,0,Warning
2026-06-15,DMA-03,Bhagirathi Corridor,26.89,769.94,5.82,100.0,100.0,1,0,0,Warning
2026-06-15,DMA-04,Yamuna Bank Pocket,24.63,648.9,6.01,100.0,100.0,8,0,0,Warning
2026-06-15,DMA-05,Wazirabad Link,29.92,724.62,6.19,100.0,100.0,0,0,0,Normal
2026-06-15,DMA-06,Sangam Extension,30.82,681.84,6.39,100.0,100.0,0,0,0,Normal
2026-06-16,DMA-01,Sonia Vihar North,31.85,850.25,5.41,100.0,100.0,0,0,0,Normal
2026-06-16,DMA-02,Sonia Vihar Central,28.93,931.8,5.59,100.0,100.0,0,0,0,Normal
2026-06-16,DMA-03,Bhagirathi Corridor,27.02,780.8,5.8,91.7,100.0,2,0,0,Warning
2026-06-16,DMA-04,Yamuna Bank Pocket,24.78,652.3,6.0,100.0,100.0,5,0,0,Warning
2026-06-16,DMA-05,Wazirabad Link,29.64,715.81,6.2,100.0,100.0,0,0,0,Normal
2026-06-16,DMA-06,Sangam Extension,31.15,683.02,6.38,100.0,100.0,0,0,0,Normal
2026-06-17,DMA-01,Sonia Vihar North,31.78,846.68,5.4,100.0,100.0,0,0,0,Normal
2026-06-17,DMA-02,Sonia Vihar Central,28.71,921.03,5.6,100.0,100.0,0,0,0,Normal
2026-06-17,DMA-03,Bhagirathi Corridor,26.65,788.32,5.82,100.0,100.0,1,0,0,Warning
2026-06-17,DMA-04,Yamuna Bank Pocket,25.42,647.93,6.01,100.0,100.0,2,0,0,Warning
2026-06-17,DMA-05,Wazirabad Link,29.97,717.34,6.2,100.0,100.0,0,0,0,Normal
2026-06-17,DMA-06,Sangam Extension,31.02,676.32,6.39,100.0,100.0,0,0,0,Normal
2026-06-18,DMA-01,Sonia Vihar North,32.04,851.05,5.4,100.0,100.0,0,0,0,Normal
2026-06-18,DMA-02,Sonia Vihar Central,28.95,933.57,5.64,100.0,100.0,0,0,0,Normal
2026-06-18,DMA-03,Bhagirathi Corridor,27.24,771.52,5.82,100.0,100.0,0,0,0,Normal
2026-06-18,DMA-04,Yamuna Bank Pocket,25.03,653.02,6.01,100.0,100.0,2,0,0,Warning
2026-06-18,DMA-05,Wazirabad Link,30.04,712.47,6.21,100.0,100.0,0,0,0,Normal
2026-06-18,DMA-06,Sangam Extension,31.07,679.66,6.38,100.0,100.0,0,0,0,Normal
2026-06-19,DMA-01,Sonia Vihar North,32.25,851.69,5.4,100.0,100.0,0,0,0,Normal
2026-06-19,DMA-02,Sonia Vihar Central,29.14,936.06,5.58,100.0,100.0,0,0,0,Normal
2026-06-19,DMA-03,Bhagirathi Corridor,27.07,777.29,5.81,100.0,100.0,0,0,0,Normal
2026-06-19,DMA-04,Yamuna Bank Pocket,24.69,647.74,5.99,100.0,100.0,10,0,0,Warning
2026-06-19,DMA-05,Wazirabad Link,29.67,725.7,6.2,100.0,100.0,0,0,0,Normal
2026-06-19,DMA-06,Sangam Extension,30.93,669.79,6.4,100.0,100.0,0,0,0,Normal
2026-06-20,DMA-01,Sonia Vihar North,31.83,845.39,5.39,100.0,100.0,0,0,0,Normal
2026-06-20,DMA-02,Sonia Vihar Central,29.04,918.06,5.59,95.8,100.0,1,0,0,Warning
2026-06-20,DMA-03,Bhagirathi Corridor,27.01,784.86,5.81,100.0,100.0,0,0,0,Normal
2026-06-20,DMA-04,Yamuna Bank Pocket,25.11,647.13,4.15,100.0,100.0,24,10,0,Critical
2026-06-20,DMA-05,Wazirabad Link,29.89,719.11,6.18,100.0,100.0,0,0,0,Normal
2026-06-20,DMA-06,Sangam Extension,31.09,680.41,6.42,100.0,100.0,0,0,0,Normal
2026-06-21,DMA-01,Sonia Vihar North,31.33,840.06,5.42,100.0,100.0,0,0,0,Normal
2026-06-21,DMA-02,Sonia Vihar Central,29.0,929.65,5.58,100.0,100.0,0,0,0,Normal
2026-06-21,DMA-03,Bhagirathi Corridor,27.12,783.92,5.76,100.0,100.0,0,0,0,Normal
2026-06-21,DMA-04,Yamuna Bank Pocket,25.4,649.05,3.8,100.0,100.0,24,10,0,Critical
2026-06-21,DMA-05,Wazirabad Link,30.3,724.08,6.18,100.0,100.0,0,0,0,Normal
2026-06-21,DMA-06,Sangam Extension,31.09,679.87,6.42,100.0,100.0,0,0,0,Normal
2026-06-22,DMA-01,Sonia Vihar North,31.32,849.47,5.42,100.0,100.0,0,0,0,Normal
2026-06-22,DMA-02,Sonia Vihar Central,28.68,924.8,5.62,100.0,100.0,0,0,0,Normal
2026-06-22,DMA-03,Bhagirathi Corridor,26.84,776.51,5.79,100.0,100.0,1,0,0,Warning
2026-06-22,DMA-04,Yamuna Bank Pocket,25.41,659.05,3.79,100.0,100.0,22,10,0,Critical
2026-06-22,DMA-05,Wazirabad Link,29.71,720.82,6.19,100.0,100.0,0,0,0,Normal
2026-06-22,DMA-06,Sangam Extension,30.97,683.29,6.39,100.0,100.0,1,0,0,Warning
2026-06-23,DMA-01,Sonia Vihar North,31.84,852.77,5.39,100.0,100.0,0,0,0,Normal
2026-06-23,DMA-02,Sonia Vihar Central,28.95,930.08,5.6,100.0,100.0,0,0,0,Normal
2026-06-23,DMA-03,Bhagirathi Corridor,27.41,780.33,5.79,100.0,100.0,0,0,0,Normal
2026-06-23,DMA-04,Yamuna Bank Pocket,25.06,649.56,6.04,100.0,100.0,5,0,0,Warning
2026-06-23,DMA-05,Wazirabad Link,30.11,718.06,6.17,100.0,100.0,0,0,0,Normal
2026-06-23,DMA-06,Sangam Extension,30.81,676.96,6.39,100.0,100.0,0,0,0,Normal
2026-06-24,DMA-01,Sonia Vihar North,31.95,848.77,5.42,100.0,100.0,0,0,0,Normal
2026-06-24,DMA-02,Sonia Vihar Central,29.22,935.04,5.6,100.0,100.0,0,0,0,Normal
2026-06-24,DMA-03,Bhagirathi Corridor,27.31,782.63,5.82,100.0,100.0,0,0,0,Normal
2026-06-24,DMA-04,Yamuna Bank Pocket,25.32,647.86,5.99,95.8,100.0,3,0,0,Warning
2026-06-24,DMA-05,Wazirabad Link,30.42,711.89,6.23,100.0,100.0,0,0,0,Normal
2026-06-24,DMA-06,Sangam Extension,30.6,671.27,6.4,100.0,100.0,0,0,0,Normal
2026-06-25,DMA-01,Sonia Vihar North,31.82,850.47,5.41,100.0,100.0,0,0,0,Normal
2026-06-25,DMA-02,Sonia Vihar Central,29.13,930.86,5.6,100.0,100.0,0,0,0,Normal
2026-06-25,DMA-03,Bhagirathi Corridor,26.61,777.73,5.79,100.0,100.0,0,0,0,Normal
2026-06-25,DMA-04,Yamuna Bank Pocket,24.71,648.65,6.01,100.0,100.0,8,0,0,Warning
2026-06-25,DMA-05,Wazirabad Link,29.91,717.22,6.18,100.0,100.0,0,0,0,Normal
2026-06-25,DMA-06,Sangam Extension,31.1,692.17,6.38,100.0,100.0,0,0,0,Normal
2026-06-26,DMA-01,Sonia Vihar North,31.89,849.35,5.36,95.8,100.0,1,0,0,Warning
2026-06-26,DMA-02,Sonia Vihar Central,28.97,937.15,5.58,100.0,100.0,0,0,0,Normal
2026-06-26,DMA-03,Bhagirathi Corridor,26.83,784.19,5.79,100.0,100.0,0,0,0,Normal
2026-06-26,DMA-04,Yamuna Bank Pocket,24.5,645.95,5.99,100.0,100.0,7,0,0,Warning
2026-06-26,DMA-05,Wazirabad Link,29.64,718.33,6.21,100.0,100.0,0,0,0,Normal
2026-06-26,DMA-06,Sangam Extension,31.0,669.58,6.41,100.0,100.0,0,0,0,Normal
2026-06-27,DMA-01,Sonia Vihar North,31.75,854.95,5.41,100.0,100.0,0,0,0,Normal
2026-06-27,DMA-02,Sonia Vihar Central,29.04,920.67,5.63,100.0,100.0,0,0,0,Normal
2026-06-27,DMA-03,Bhagirathi Corridor,27.04,778.9,5.82,100.0,100.0,0,0,0,Normal
2026-06-27,DMA-04,Yamuna Bank Pocket,24.87,645.81,6.02,95.8,100.0,9,0,0,Warning
2026-06-27,DMA-05,Wazirabad Link,29.75,717.47,6.21,100.0,100.0,0,0,0,Normal
2026-06-27,DMA-06,Sangam Extension,31.22,676.71,6.37,100.0,100.0,0,0,0,Normal
2026-06-28,DMA-01,Sonia Vihar North,31.85,852.85,5.37,100.0,100.0,0,0,0,Normal
2026-06-28,DMA-02,Sonia Vihar Central,29.09,933.09,5.59,100.0,100.0,0,0,0,Normal
2026-06-28,DMA-03,Bhagirathi Corridor,26.84,783.52,5.81,100.0,100.0,0,0,0,Normal
2026-06-28,DMA-04,Yamuna Bank Pocket,25.1,646.8,5.98,100.0,100.0,4,0,0,Warning
2026-06-28,DMA-05,Wazirabad Link,29.74,723.24,6.18,100.0,100.0,0,0,0,Normal
2026-06-28,DMA-06,Sangam Extension,30.7,683.06,6.37,100.0,100.0,0,0,0,Normal
2026-06-29,DMA-01,Sonia Vihar North,32.18,856.75,5.41,100.0,100.0,0,0,0,Normal
2026-06-29,DMA-02,Sonia Vihar Central,28.89,925.05,5.6,100.0,100.0,0,0,0,Normal
2026-06-29,DMA-03,Bhagirathi Corridor,27.01,781.05,5.81,100.0,100.0,0,0,0,Normal
2026-06-29,DMA-04,Yamuna Bank Pocket,24.82,650.54,6.0,100.0,100.0,6,0,0,Warning
2026-06-29,DMA-05,Wazirabad Link,30.09,719.95,6.19,100.0,100.0,0,0,0,Normal
2026-06-29,DMA-06,Sangam Extension,31.04,681.64,6.4,100.0,100.0,0,0,0,Normal
2026-06-30,DMA-01,Sonia Vihar North,31.86,846.76,5.41,100.0,100.0,0,0,0,Normal
2026-06-30,DMA-02,Sonia Vihar Central,28.77,926.3,5.6,100.0,100.0,0,0,0,Normal
2026-06-30,DMA-03,Bhagirathi Corridor,26.83,788.54,5.8,100.0,100.0,1,0,0,Warning
2026-06-30,DMA-04,Yamuna Bank Pocket,25.22,644.11,5.98,100.0,100.0,3,0,0,Warning
2026-06-30,DMA-05,Wazirabad Link,30.21,722.63,6.21,100.0,100.0,0,0,0,Normal
2026-06-30,DMA-06,Sangam Extension,31.05,677.11,6.4,95.8,100.0,1,0,0,Warning
2026-07-01,DMA-01,Sonia Vihar North,32.16,850.39,5.41,100.0,100.0,0,0,0,Normal
2026-07-01,DMA-02,Sonia Vihar Central,29.2,931.68,5.57,100.0,100.0,0,0,0,Normal
2026-07-01,DMA-03,Bhagirathi Corridor,27.14,782.74,5.84,100.0,100.0,1,0,0,Warning
2026-07-01,DMA-04,Yamuna Bank Pocket,25.02,657.62,6.0,100.0,100.0,2,0,0,Warning
2026-07-01,DMA-05,Wazirabad Link,29.7,714.84,6.2,100.0,100.0,0,0,0,Normal
2026-07-01,DMA-06,Sangam Extension,31.11,676.79,6.37,100.0,100.0,0,0,0,Normal
2026-07-02,DMA-01,Sonia Vihar North,31.95,847.12,5.38,100.0,100.0,0,0,0,Normal
2026-07-02,DMA-02,Sonia Vihar Central,29.11,933.96,5.62,100.0,100.0,0,0,0,Normal
2026-07-02,DMA-03,Bhagirathi Corridor,27.21,775.63,5.81,95.8,100.0,1,0,0,Warning
2026-07-02,DMA-04,Yamuna Bank Pocket,25.32,649.55,5.98,100.0,100.0,1,0,0,Warning
2026-07-02,DMA-05,Wazirabad Link,30.64,720.73,6.19,100.0,100.0,0,0,0,Normal
2026-07-02,DMA-06,Sangam Extension,31.16,678.15,6.43,100.0,100.0,0,0,0,Normal
2026-07-03,DMA-01,Sonia Vihar North,31.88,856.62,5.44,100.0,100.0,0,0,0,Normal
2026-07-03,DMA-02,Sonia Vihar Central,29.01,930.44,5.57,100.0,100.0,0,0,0,Normal
2026-07-03,DMA-03,Bhagirathi Corridor,26.85,777.21,5.79,100.0,100.0,0,0,0,Normal
2026-07-03,DMA-04,Yamuna Bank Pocket,24.62,643.26,6.0,100.0,100.0,6,0,0,Warning
2026-07-03,DMA-05,Wazirabad Link,29.77,719.02,6.22,100.0,100.0,0,0,0,Normal
2026-07-03,DMA-06,Sangam Extension,31.17,674.02,6.39,100.0,100.0,0,0,0,Normal
2026-07-04,DMA-01,Sonia Vihar North,32.01,857.02,5.39,100.0,100.0,0,0,0,Normal
2026-07-04,DMA-02,Sonia Vihar Central,28.96,927.23,5.6,100.0,100.0,0,0,0,Normal
2026-07-04,DMA-03,Bhagirathi Corridor,27.15,778.08,5.8,100.0,100.0,0,0,0,Normal
2026-07-04,DMA-04,Yamuna Bank Pocket,25.45,653.4,6.02,100.0,100.0,3,0,0,Warning
2026-07-04,DMA-05,Wazirabad Link,30.16,723.34,6.18,100.0,100.0,0,0,0,Normal
2026-07-04,DMA-06,Sangam Extension,30.81,682.43,6.4,100.0,100.0,0,0,0,Normal
2026-07-05,DMA-01,Sonia Vihar North,31.79,852.33,5.41,100.0,100.0,0,0,0,Normal
2026-07-05,DMA-02,Sonia Vihar Central,28.78,930.09,5.61,100.0,100.0,0,0,0,Normal
2026-07-05,DMA-03,Bhagirathi Corridor,27.2,782.71,5.8,100.0,100.0,0,0,0,Normal
2026-07-05,DMA-04,Yamuna Bank Pocket,24.98,647.8,6.01,100.0,100.0,6,0,0,Warning
2026-07-05,DMA-05,Wazirabad Link,30.04,710.77,6.17,100.0,100.0,0,0,0,Normal
2026-07-05,DMA-06,Sangam Extension,31.23,680.58,6.41,100.0,100.0,0,0,0,Normal
2026-07-06,DMA-01,Sonia Vihar North,32.02,844.42,5.4,100.0,100.0,0,0,0,Normal
2026-07-06,DMA-02,Sonia Vihar Central,28.98,925.44,5.62,100.0,100.0,0,0,0,Normal
2026-07-06,DMA-03,Bhagirathi Corridor,26.77,766.79,5.76,100.0,100.0,1,0,0,Warning
2026-07-06,DMA-04,Yamuna Bank Pocket,24.98,641.89,5.99,100.0,100.0,3,0,0,Warning
2026-07-06,DMA-05,Wazirabad Link,29.83,718.33,6.21,100.0,100.0,0,0,0,Normal
2026-07-06,DMA-06,Sangam Extension,30.83,675.55,6.4,100.0,100.0,0,0,0,Normal
2026-07-07,DMA-01,Sonia Vihar North,32.1,850.15,5.38,100.0,100.0,0,0,0,Normal
2026-07-07,DMA-02,Sonia Vihar Central,29.11,934.9,5.61,100.0,100.0,0,0,0,Normal
2026-07-07,DMA-03,Bhagirathi Corridor,26.97,772.19,5.8,100.0,100.0,1,0,0,Warning
2026-07-07,DMA-04,Yamuna Bank Pocket,25.09,643.03,6.0,100.0,100.0,3,0,0,Warning
2026-07-07,DMA-05,Wazirabad Link,30.04,719.48,6.21,100.0,100.0,0,0,0,Normal
2026-07-07,DMA-06,Sangam Extension,31.52,675.16,6.41,100.0,100.0,0,0,0,Normal
2026-07-08,DMA-01,Sonia Vihar North,32.19,849.15,5.4,100.0,100.0,0,0,0,Normal
2026-07-08,DMA-02,Sonia Vihar Central,29.22,922.7,5.61,100.0,100.0,0,0,0,Normal
2026-07-08,DMA-03,Bhagirathi Corridor,26.98,776.82,5.82,100.0,100.0,0,0,0,Normal
2026-07-08,DMA-04,Yamuna Bank Pocket,24.7,638.93,6.0,100.0,100.0,4,0,0,Warning
2026-07-08,DMA-05,Wazirabad Link,30.16,718.16,6.2,100.0,100.0,0,0,0,Normal
