Timestamp,Sensor_ID,Asset_ID,Network_Element_ID,Latitude,Longitude,Parameter,Value,Unit,Quality_Status,Alarm_Status,Source_System,Zone_ID,File_Creation_Time
2026-05-27 00:00:00,PT-003,PIPE-003,PIPE-003,28.716,77.266,Pressure,26.06,mH2O,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,FT-003,FM-003,PIPE-013,28.718,77.264,Flow,725.46,m3/hr,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,LT-003,RES-003,RES-003,28.7145,77.2675,Reservoir_Level,6.16,m,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,PMP-003,PUMP-003,PUMP-003,28.719,77.267,Pump_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,VT-003,VALVE-003,VALVE-003,28.714,77.265,Valve_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Chlorine,0.479,mg/L,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Turbidity,1.12,NTU,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,pH,7.28,pH,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Conductivity,682.4,uS/cm,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Temperature,28.4,C,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 00:00:00,PT-004,PIPE-004,PIPE-004,28.704,77.237,Pressure,24.58,mH2O,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,FT-004,FM-004,PIPE-014,28.706,77.235,Flow,600.77,m3/hr,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,LT-004,RES-004,RES-004,28.7025,77.2385,Reservoir_Level,6.34,m,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,PMP-004,PUMP-004,PUMP-004,28.707,77.238,Pump_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,VT-004,VALVE-004,VALVE-004,28.702,77.236,Valve_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Chlorine,0.569,mg/L,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Turbidity,0.81,NTU,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,pH,7.28,pH,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Conductivity,658.9,uS/cm,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Temperature,29.3,C,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 00:00:00,PT-005,PIPE-005,PIPE-005,28.711,77.242,Pressure,30.16,mH2O,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,FT-005,FM-005,PIPE-015,28.713,77.24,Flow,635.96,m3/hr,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,LT-005,RES-005,RES-005,28.7095,77.2435,Reservoir_Level,6.7,m,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,PMP-005,PUMP-005,PUMP-005,28.714,77.243,Pump_Status,1,status,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,VT-005,VALVE-005,VALVE-005,28.709,77.241,Valve_Status,1,status,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Chlorine,0.489,mg/L,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Turbidity,0.93,NTU,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,pH,7.14,pH,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Conductivity,633.5,uS/cm,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Temperature,28.8,C,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 00:00:00,PT-006,PIPE-006,PIPE-006,28.73,77.274,Pressure,31.99,mH2O,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,FT-006,FM-006,PIPE-016,28.732,77.272,Flow,629.88,m3/hr,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,LT-006,RES-006,RES-006,28.7285,77.2755,Reservoir_Level,6.82,m,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,PMP-006,PUMP-006,PUMP-006,28.733,77.275,Pump_Status,1,status,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,VT-006,VALVE-006,VALVE-006,28.728,77.273,Valve_Status,1,status,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Chlorine,0.535,mg/L,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Turbidity,0.68,NTU,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,pH,7.24,pH,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Conductivity,663.9,uS/cm,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 00:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Temperature,29.1,C,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-001,PIPE-001,PIPE-001,28.737,77.252,Pressure,32.55,mH2O,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-001,FM-001,PIPE-011,28.739,77.25,Flow,740.24,m3/hr,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-001,RES-001,RES-001,28.7355,77.2535,Reservoir_Level,5.91,m,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-001,PUMP-001,PUMP-001,28.74,77.253,Pump_Status,1,status,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-001,VALVE-001,VALVE-001,28.735,77.251,Valve_Status,1,status,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Chlorine,0.531,mg/L,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Turbidity,0.8,NTU,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,pH,7.35,pH,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Conductivity,716.1,uS/cm,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Temperature,28.7,C,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-002,PIPE-002,PIPE-002,28.725,77.25,Pressure,28.25,mH2O,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-002,FM-002,PIPE-012,28.727,77.248,Flow,850.4,m3/hr,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-002,RES-002,RES-002,28.7235,77.2515,Reservoir_Level,6.11,m,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-002,PUMP-002,PUMP-002,28.728,77.251,Pump_Status,1,status,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-002,VALVE-002,VALVE-002,28.723,77.249,Valve_Status,1,status,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Chlorine,0.599,mg/L,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Turbidity,0.83,NTU,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,pH,7.29,pH,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Conductivity,641.3,uS/cm,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Temperature,28.1,C,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-003,PIPE-003,PIPE-003,28.716,77.266,Pressure,28.06,mH2O,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-003,FM-003,PIPE-013,28.718,77.264,Flow,753.63,m3/hr,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-003,RES-003,RES-003,28.7145,77.2675,Reservoir_Level,6.28,m,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-003,PUMP-003,PUMP-003,28.719,77.267,Pump_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-003,VALVE-003,VALVE-003,28.714,77.265,Valve_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Chlorine,0.6,mg/L,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Turbidity,0.95,NTU,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,pH,7.25,pH,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Conductivity,692.6,uS/cm,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Temperature,28.9,C,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-004,PIPE-004,PIPE-004,28.704,77.237,Pressure,25.13,mH2O,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-004,FM-004,PIPE-014,28.706,77.235,Flow,638.89,m3/hr,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-004,RES-004,RES-004,28.7025,77.2385,Reservoir_Level,6.27,m,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-004,PUMP-004,PUMP-004,28.707,77.238,Pump_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-004,VALVE-004,VALVE-004,28.702,77.236,Valve_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Chlorine,0.591,mg/L,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Turbidity,0.91,NTU,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,pH,7.28,pH,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Conductivity,683.2,uS/cm,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Temperature,27.8,C,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-005,PIPE-005,PIPE-005,28.711,77.242,Pressure,29.93,mH2O,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-005,FM-005,PIPE-015,28.713,77.24,Flow,673.29,m3/hr,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-005,RES-005,RES-005,28.7095,77.2435,Reservoir_Level,6.8,m,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-005,PUMP-005,PUMP-005,28.714,77.243,Pump_Status,1,status,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-005,VALVE-005,VALVE-005,28.709,77.241,Valve_Status,1,status,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Chlorine,0.524,mg/L,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Turbidity,0.78,NTU,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,pH,7.26,pH,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Conductivity,712.0,uS/cm,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-005,WQS-005,WQS-005,28.712,77.245,Temperature,28.5,C,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 01:00:00,PT-006,PIPE-006,PIPE-006,28.73,77.274,Pressure,30.59,mH2O,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,FT-006,FM-006,PIPE-016,28.732,77.272,Flow,640.29,m3/hr,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,LT-006,RES-006,RES-006,28.7285,77.2755,Reservoir_Level,6.89,m,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,PMP-006,PUMP-006,PUMP-006,28.733,77.275,Pump_Status,1,status,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,VT-006,VALVE-006,VALVE-006,28.728,77.273,Valve_Status,1,status,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Chlorine,0.598,mg/L,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Turbidity,0.79,NTU,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,pH,7.27,pH,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Conductivity,666.3,uS/cm,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 01:00:00,QT-006,WQS-006,WQS-006,28.731,77.277,Temperature,28.0,C,Valid,Normal,SCADA,DMA-06,2026-08-27 11:30:00
2026-05-27 02:00:00,PT-001,PIPE-001,PIPE-001,28.737,77.252,Pressure,32.48,mH2O,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,FT-001,FM-001,PIPE-011,28.739,77.25,Flow,797.64,m3/hr,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,LT-001,RES-001,RES-001,28.7355,77.2535,Reservoir_Level,5.9,m,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,PMP-001,PUMP-001,PUMP-001,28.74,77.253,Pump_Status,1,status,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,VT-001,VALVE-001,VALVE-001,28.735,77.251,Valve_Status,1,status,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Chlorine,0.538,mg/L,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Turbidity,0.69,NTU,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,pH,7.27,pH,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Conductivity,668.0,uS/cm,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-001,WQS-001,WQS-001,28.738,77.255,Temperature,27.8,C,Valid,Normal,SCADA,DMA-01,2026-08-27 11:30:00
2026-05-27 02:00:00,PT-002,PIPE-002,PIPE-002,28.725,77.25,Pressure,28.98,mH2O,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,FT-002,FM-002,PIPE-012,28.727,77.248,Flow,875.67,m3/hr,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,LT-002,RES-002,RES-002,28.7235,77.2515,Reservoir_Level,6.25,m,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,PMP-002,PUMP-002,PUMP-002,28.728,77.251,Pump_Status,1,status,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,VT-002,VALVE-002,VALVE-002,28.723,77.249,Valve_Status,1,status,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Chlorine,0.559,mg/L,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Turbidity,0.94,NTU,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,pH,7.29,pH,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Conductivity,612.8,uS/cm,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-002,WQS-002,WQS-002,28.726,77.253,Temperature,28.0,C,Valid,Normal,SCADA,DMA-02,2026-08-27 11:30:00
2026-05-27 02:00:00,PT-003,PIPE-003,PIPE-003,28.716,77.266,Pressure,27.22,mH2O,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,FT-003,FM-003,PIPE-013,28.718,77.264,Flow,787.54,m3/hr,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,LT-003,RES-003,RES-003,28.7145,77.2675,Reservoir_Level,6.28,m,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,PMP-003,PUMP-003,PUMP-003,28.719,77.267,Pump_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,VT-003,VALVE-003,VALVE-003,28.714,77.265,Valve_Status,1,status,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Chlorine,0.565,mg/L,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Turbidity,0.89,NTU,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,pH,7.21,pH,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Conductivity,720.0,uS/cm,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-003,WQS-003,WQS-003,28.717,77.269,Temperature,28.3,C,Valid,Normal,SCADA,DMA-03,2026-08-27 11:30:00
2026-05-27 02:00:00,PT-004,PIPE-004,PIPE-004,28.704,77.237,Pressure,26.02,mH2O,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,FT-004,FM-004,PIPE-014,28.706,77.235,Flow,582.23,m3/hr,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,LT-004,RES-004,RES-004,28.7025,77.2385,Reservoir_Level,6.61,m,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,PMP-004,PUMP-004,PUMP-004,28.707,77.238,Pump_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,VT-004,VALVE-004,VALVE-004,28.702,77.236,Valve_Status,1,status,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Chlorine,0.48,mg/L,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Turbidity,0.99,NTU,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,pH,7.48,pH,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Conductivity,645.3,uS/cm,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,QT-004,WQS-004,WQS-004,28.705,77.24,Temperature,27.9,C,Valid,Normal,SCADA,DMA-04,2026-08-27 11:30:00
2026-05-27 02:00:00,PT-005,PIPE-005,PIPE-005,28.711,77.242,Pressure,30.26,mH2O,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 02:00:00,FT-005,FM-005,PIPE-015,28.713,77.24,Flow,657.53,m3/hr,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 02:00:00,LT-005,RES-005,RES-005,28.7095,77.2435,Reservoir_Level,6.58,m,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
2026-05-27 02:00:00,PMP-005,PUMP-005,PUMP-005,28.714,77.243,Pump_Status,1,status,Valid,Normal,SCADA,DMA-05,2026-08-27 11:30:00
