Timestamp,Scenario_ID,Zone_ID,Network_Element_ID,Parameter,Actual_Value,Predicted_Value,Deviation,Unit,Simulation_Source,Status,Recommendation
2026-05-27 02:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,571.83,547.81,24.02,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,31.15,32.82,-1.68,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,758.41,733.06,25.35,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,28.25,29.4,-1.15,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,767.28,823.51,-56.22,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,28.79,27.44,1.35,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,704.34,680.18,24.15,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,24.61,25.36,-0.75,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,546.63,555.95,-9.32,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,31.23,30.07,1.17,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,684.15,658.15,26.0,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,32.21,31.93,0.28,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 03:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,540.14,540.03,0.11,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,32.42,31.75,0.67,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,780.06,770.66,9.4,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,28.61,29.16,-0.55,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,814.87,829.51,-14.64,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,28.73,27.35,1.38,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,795.03,718.56,76.47,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,25.67,25.45,0.22,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,571.45,614.28,-42.83,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,30.43,29.81,0.61,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,683.71,640.72,42.99,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,31.71,30.89,0.82,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 04:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,679.36,620.95,58.42,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,33.03,32.44,0.59,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,786.22,803.28,-17.05,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,29.67,29.11,0.56,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,849.93,893.46,-43.54,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,27.23,26.9,0.32,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,736.64,724.43,12.21,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,25.44,24.85,0.59,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,616.74,615.29,1.45,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,30.69,30.16,0.53,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,667.98,703.52,-35.55,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,31.2,31.06,0.14,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 05:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,737.76,710.72,27.04,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,30.83,32.06,-1.23,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,915.68,846.35,69.34,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,28.04,28.25,-0.21,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,1023.0,956.41,66.59,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,27.53,26.9,0.62,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,820.63,799.69,20.94,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,26.56,25.16,1.4,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,689.14,674.17,14.98,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,31.06,30.87,0.19,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,718.61,724.66,-6.06,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,30.08,29.82,0.26,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 06:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,649.17,684.0,-34.83,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,32.62,31.6,1.03,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,862.74,863.18,-0.44,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,28.27,29.37,-1.09,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,987.07,975.23,11.84,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,27.67,27.37,0.3,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,811.43,825.74,-14.31,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,25.94,25.15,0.8,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,666.46,652.58,13.88,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,30.77,31.31,-0.54,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,734.17,756.9,-22.73,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,32.06,31.55,0.5,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 07:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,734.48,710.23,24.25,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,31.17,32.34,-1.17,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,946.43,935.68,10.75,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,28.88,28.87,0.01,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,987.48,1029.93,-42.45,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,26.74,26.62,0.12,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,837.28,839.7,-2.41,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,25.76,24.7,1.06,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,760.72,708.64,52.08,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,30.97,29.87,1.1,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,839.44,796.12,43.32,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,30.93,30.71,0.23,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 08:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,672.44,715.2,-42.76,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,31.51,32.24,-0.73,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,977.25,978.31,-1.06,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,30.07,29.26,0.81,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,991.1,999.71,-8.61,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,23.16,26.29,-3.12,mH2O,Dymola_FMU_SYNTHETIC,Warning,Investigate leak/valve setting
2026-05-27 09:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,816.56,865.8,-49.24,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,24.04,24.79,-0.76,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,745.57,742.9,2.67,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,31.13,30.27,0.86,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,837.68,828.45,9.23,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,30.15,30.64,-0.49,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 09:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,746.86,752.83,-5.97,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,33.17,32.21,0.97,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,957.76,951.95,5.81,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,27.75,28.8,-1.05,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,1147.97,1090.17,57.8,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,26.51,26.55,-0.04,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,986.51,912.12,74.38,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,24.56,25.21,-0.66,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,736.1,736.04,0.06,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,30.5,29.73,0.77,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,838.78,832.26,6.52,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,30.25,30.39,-0.14,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 10:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,861.19,795.83,65.36,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,32.0,31.72,0.28,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,964.54,987.88,-23.34,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,29.47,29.0,0.48,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,1024.62,1065.5,-40.89,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,26.45,27.22,-0.77,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,927.21,918.46,8.75,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,24.57,24.82,-0.25,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,811.63,775.86,35.77,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,28.35,29.74,-1.39,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,865.03,822.55,42.47,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,31.3,30.35,0.95,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 11:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,733.73,771.39,-37.65,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,31.23,31.95,-0.72,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,1028.72,1029.43,-0.7,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,27.02,28.28,-1.26,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,1128.91,1134.69,-5.78,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,26.47,26.68,-0.22,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,931.49,924.67,6.82,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,23.01,24.75,-1.74,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,774.07,781.72,-7.65,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,31.9,30.26,1.64,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-05,PIPE-015,Flow,854.65,849.31,5.34,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-06,PIPE-006,Pressure,29.25,30.57,-1.32,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 12:00:00,SCN-BASELINE,DMA-06,PIPE-016,Flow,819.44,831.19,-11.75,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-01,PIPE-001,Pressure,30.12,31.85,-1.72,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-01,PIPE-011,Flow,908.32,975.79,-67.46,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-02,PIPE-002,Pressure,27.91,28.81,-0.91,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-02,PIPE-012,Flow,1086.46,1082.25,4.2,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-03,PIPE-003,Pressure,25.42,25.97,-0.55,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-03,PIPE-013,Flow,924.13,920.26,3.88,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-04,PIPE-004,Pressure,24.07,23.65,0.43,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-04,PIPE-014,Flow,745.94,740.29,5.64,m3/hr,Dymola_FMU_SYNTHETIC,Normal,No action
2026-05-27 13:00:00,SCN-BASELINE,DMA-05,PIPE-005,Pressure,31.21,29.84,1.37,mH2O,Dymola_FMU_SYNTHETIC,Normal,No action
